0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 34 3 4 7 17 12 32 18 9 33 23 14 19 27 21 2 30 13 26 10 24 11 8 16 15 20 22 1 31 29 28 25 6 5 
0 34 3 4 7 17 12 32 18 9 33 23 14 19 27 21 2 30 13 25 28 6 29 5 31 1 22 20 15 16 8 11 24 10 26 
0 18 9 33 34 17 3 4 7 12 32 23 14 19 27 21 2 30 13 25 28 6 29 5 31 1 22 20 15 16 8 11 24 10 26 
0 18 9 33 34 17 12 32 23 14 19 27 21 4 2 30 7 3 13 25 28 6 29 5 26 10 24 11 8 16 15 20 22 1 31 
0 18 9 33 34 17 16 32 23 14 19 27 21 4 2 30 7 3 13 25 28 6 29 5 26 10 24 11 8 12 15 20 22 1 31 
0 34 18 9 33 17 16 32 23 14 19 27 21 4 2 30 7 3 13 25 28 6 29 5 26 10 24 11 8 12 15 20 22 1 31 
0 18 34 9 33 17 16 20 15 12 8 11 24 10 26 5 29 6 28 25 13 3 7 30 2 4 21 27 19 14 23 32 22 1 31 
0 18 34 8 9 33 7 30 2 4 21 27 19 14 17 16 32 23 3 13 25 28 6 29 5 11 24 26 10 12 15 20 22 1 31 
0 18 34 9 33 7 30 2 4 21 27 19 17 16 20 15 12 8 11 24 10 26 5 29 6 28 25 13 3 14 23 32 22 1 31 
0 18 34 9 4 7 30 2 33 21 27 19 17 16 20 15 12 8 11 24 10 26 5 29 6 28 25 13 3 14 23 32 22 1 31 
0 18 12 15 20 16 17 19 27 21 2 33 30 7 4 9 34 8 11 24 10 26 5 29 6 28 25 13 3 14 23 32 22 1 31 
0 18 12 15 20 16 17 19 27 21 2 33 30 7 4 34 8 11 24 10 26 9 5 29 6 28 25 13 3 14 32 23 22 1 31 
0 18 12 15 20 16 17 19 27 21 2 33 30 7 4 34 8 11 24 10 26 9 5 29 6 28 25 13 3 14 23 32 22 1 31 
0 18 12 15 14 3 13 25 28 6 29 5 9 26 10 24 11 8 34 4 7 30 33 2 21 27 19 17 16 20 23 32 22 1 31 
0 18 12 15 34 20 16 17 19 27 21 2 33 30 7 4 22 32 23 14 3 13 25 28 6 29 5 8 11 24 10 26 9 1 31 
0 18 12 15 34 20 16 17 19 29 6 28 25 13 3 14 23 32 22 4 7 30 33 2 21 27 5 9 26 10 24 11 8 1 31 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 13 25 28 6 5 8 11 24 10 26 9 1 31 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 13 25 28 6 5 9 8 11 24 10 26 1 31 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 13 25 28 6 5 9 8 11 24 10 26 1 31 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 5 6 28 25 13 9 8 11 24 10 26 1 31 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 13 25 5 6 28 9 8 11 24 10 26 1 31 
0 18 12 15 34 20 21 2 33 30 7 4 22 32 23 14 16 17 19 29 27 3 13 25 5 6 28 9 8 11 24 10 26 1 31 
0 18 31 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 13 25 5 6 28 9 8 11 24 10 26 1 
0 18 31 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 13 25 5 6 28 9 8 24 11 10 26 1 
0 18 31 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 5 13 25 28 6 9 8 11 24 10 26 1 
0 18 31 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 1 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 
0 31 18 1 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 
0 31 18 1 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 11 24 8 9 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 8 9 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 34 3 4 7 17 12 32 18 9 33 23 14 19 27 21 2 30 13 26 10 24 11 8 16 15 20 22 1 31 29 28 25 6 5 
0 34 3 4 7 17 12 32 18 9 33 23 14 19 27 21 2 30 13 25 28 6 29 5 31 1 22 20 15 16 8 11 24 10 26 
0 18 9 33 34 17 3 4 7 12 32 23 14 19 27 21 2 30 13 25 28 6 29 5 31 1 22 20 15 16 8 11 24 10 26 
0 18 9 33 34 17 12 32 23 14 19 27 21 4 2 30 7 3 13 25 28 6 29 5 26 10 24 11 8 16 15 20 22 1 31 
0 18 9 33 34 17 16 32 23 14 19 27 21 4 2 30 7 3 13 25 28 6 29 5 26 10 24 11 8 12 15 20 22 1 31 
0 34 18 9 33 17 16 32 23 14 19 27 21 4 2 30 7 3 13 25 28 6 29 5 26 10 24 11 8 12 15 20 22 1 31 
0 18 34 9 33 17 16 20 15 12 8 11 24 10 26 5 29 6 28 25 13 3 7 30 2 4 21 27 19 14 23 32 22 1 31 
0 18 34 8 9 33 7 30 2 4 21 27 19 14 17 16 32 23 3 13 25 28 6 29 5 11 24 26 10 12 15 20 22 1 31 
0 18 34 9 33 7 30 2 4 21 27 19 17 16 20 15 12 8 11 24 10 26 5 29 6 28 25 13 3 14 23 32 22 1 31 
0 18 34 9 4 7 30 2 33 21 27 19 17 16 20 15 12 8 11 24 10 26 5 29 6 28 25 13 3 14 23 32 22 1 31 
0 18 12 15 20 16 17 19 27 21 2 33 30 7 4 9 34 8 11 24 10 26 5 29 6 28 25 13 3 14 23 32 22 1 31 
0 18 12 15 20 16 17 19 27 21 2 33 30 7 4 34 8 11 24 10 26 9 5 29 6 28 25 13 3 14 32 23 22 1 31 
0 18 12 15 20 16 17 19 27 21 2 33 30 7 4 34 8 11 24 10 26 9 5 29 6 28 25 13 3 14 23 32 22 1 31 
0 18 12 15 14 3 13 25 28 6 29 5 9 26 10 24 11 8 34 4 7 30 33 2 21 27 19 17 16 20 23 32 22 1 31 
0 18 12 15 34 20 16 17 19 27 21 2 33 30 7 4 22 32 23 14 3 13 25 28 6 29 5 8 11 24 10 26 9 1 31 
0 18 12 15 34 20 16 17 19 29 6 28 25 13 3 14 23 32 22 4 7 30 33 2 21 27 5 9 26 10 24 11 8 1 31 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 13 25 28 6 5 8 11 24 10 26 9 1 31 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 13 25 28 6 5 9 8 11 24 10 26 1 31 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 13 25 28 6 5 9 8 11 24 10 26 1 31 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 5 6 28 25 13 9 8 11 24 10 26 1 31 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 13 25 5 6 28 9 8 11 24 10 26 1 31 
0 18 12 15 34 20 21 2 33 30 7 4 22 32 23 14 16 17 19 29 27 3 13 25 5 6 28 9 8 11 24 10 26 1 31 
0 18 31 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 13 25 5 6 28 9 8 11 24 10 26 1 
0 18 31 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 13 25 5 6 28 9 8 24 11 10 26 1 
0 18 31 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 5 13 25 28 6 9 8 11 24 10 26 1 
0 18 31 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 7 4 22 14 16 3 17 21 2 32 23 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 1 
0 31 18 1 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 
0 31 18 1 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 9 8 24 11 10 26 
0 31 18 1 15 34 12 20 23 4 22 14 16 3 17 21 2 32 7 30 33 19 29 27 5 13 25 6 28 11 24 8 9 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 8 9 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 34 15 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
